Time [sec]	P [h Pa]	T [°C]	U [%]	Wsp [m/s]	Wdir [°]	Lon [°]    	Lat [°]  	Altitude [m]	Geo Pot [m']	MRI   	RI   	Dew [°C]	Vi Te [°C]	Rs [m/s]	D [kg/m3]	Azimuth [°]	Elevation [°]	Range [m]
1869      	291.8   	-48.19	43   	31.0     	223     	-111.882144	40.909984	9603.7      	9590.2      	1611.6	103.8	-55.0   	-48.2     	4.2     	0.451896 	117        	66           	8752     
1870      	291.6   	-48.30	43   	31.0     	224     	-111.881895	40.910189	9607.9      	9594.4      	1612.2	103.8	-55.1   	-48.3     	4.2     	0.451814 	118        	66           	8753     
1871      	291.4   	-48.40	43   	31.0     	224     	-111.881647	40.910395	9612.2      	9598.6      	1612.9	103.8	-55.2   	-48.4     	4.2     	0.451739 	118        	67           	8754     
1872      	291.2   	-48.44	43   	31.0     	224     	-111.881398	40.910600	9616.4      	9602.9      	1613.5	103.7	-55.2   	-48.4     	4.2     	0.451529 	119        	67           	8755     
1873      	291.0   	-48.43	43   	31.0     	224     	-111.881145	40.910800	9620.8      	9607.2      	1614.1	103.6	-55.2   	-48.4     	4.3     	0.451198 	119        	67           	8756     
1874      	290.8   	-48.43	43   	31.0     	224     	-111.880892	40.910999	9625.1      	9611.5      	1614.7	103.6	-55.2   	-48.4     	4.3     	0.450909 	120        	67           	8757     
1875      	290.6   	-48.48	43   	31.0     	224     	-111.880638	40.911198	9629.4      	9615.9      	1615.4	103.5	-55.2   	-48.5     	4.3     	0.450702 	120        	67           	8758     
1876      	290.4   	-48.52	43   	31.0     	224     	-111.880384	40.911398	9633.8      	9620.2      	1616.0	103.5	-55.3   	-48.5     	4.3     	0.450489 	121        	67           	8759     
1877      	290.2   	-48.56	43   	31.0     	224     	-111.880131	40.911597	9638.1      	9624.5      	1616.6	103.5	-55.3   	-48.6     	4.3     	0.450269 	121        	67           	8760     
1878      	290.0   	-48.60	43   	31.0     	224     	-111.879877	40.911796	9642.5      	9628.9      	1617.3	103.4	-55.3   	-48.6     	4.3     	0.450057 	122        	67           	8762     
1879      	289.9   	-48.64	43   	31.0     	224     	-111.879623	40.911995	9646.8      	9633.2      	1617.9	103.4	-55.3   	-48.6     	4.3     	0.449849 	122        	67           	8763     
1880      	289.7   	-48.70	43   	31.0     	224     	-111.879370	40.912194	9651.2      	9637.5      	1618.6	103.3	-55.4   	-48.7     	4.3     	0.449661 	123        	67           	8765     
1881      	289.5   	-48.76	43   	31.0     	224     	-111.879116	40.912394	9655.5      	9641.9      	1619.2	103.3	-55.4   	-48.8     	4.3     	0.449490 	123        	67           	8767     
1882      	289.3   	-48.81	43   	31.0     	224     	-111.878862	40.912593	9659.9      	9646.2      	1619.9	103.3	-55.5   	-48.8     	4.3     	0.449301 	124        	67           	8768     
1883      	289.1   	-48.87	43   	31.0     	224     	-111.878609	40.912792	9664.2      	9650.6      	1620.5	103.2	-55.5   	-48.9     	4.3     	0.449118 	124        	67           	8770     
1884      	288.9   	-48.93	43   	31.0     	224     	-111.878355	40.912991	9668.6      	9654.9      	1621.2	103.2	-55.6   	-48.9     	4.3     	0.448933 	125        	67           	8772     
1885      	288.7   	-48.97	43   	31.0     	224     	-111.878101	40.913190	9672.9      	9659.2      	1621.8	103.1	-55.6   	-49.0     	4.3     	0.448722 	125        	67           	8775     
1886      	288.5   	-48.99	43   	30.9     	224     	-111.877848	40.913390	9677.3      	9663.6      	1622.4	103.1	-55.6   	-49.0     	4.3     	0.448477 	126        	67           	8777     
1887      	288.3   	-49.01	43   	30.9     	224     	-111.877594	40.913589	9681.6      	9667.9      	1623.1	103.0	-55.6   	-49.0     	4.3     	0.448215 	127        	67           	8779     
1888      	288.1   	-49.05	43   	30.8     	224     	-111.877341	40.913788	9686.0      	9672.2      	1623.7	103.0	-55.7   	-49.0     	4.3     	0.447996 	127        	67           	8782     
1889      	287.9   	-49.09	43   	30.8     	224     	-111.877087	40.913987	9690.3      	9676.6      	1624.3	103.0	-55.7   	-49.1     	4.3     	0.447785 	128        	67           	8784     
1890      	287.8   	-49.14	44   	30.7     	224     	-111.876833	40.914186	9694.7      	9680.9      	1625.0	102.9	-55.7   	-49.1     	4.3     	0.447582 	128        	67           	8787     
1891      	287.6   	-49.19	44   	30.7     	224     	-111.876580	40.914386	9699.0      	9685.2      	1625.6	102.9	-55.7   	-49.2     	4.3     	0.447389 	129        	67           	8790     
1892      	287.4   	-49.24	44   	30.6     	224     	-111.876326	40.914585	9703.4      	9689.6      	1626.3	102.9	-55.8   	-49.2     	4.3     	0.447185 	129        	67           	8793     
1893      	287.2   	-49.28	44   	30.6     	224     	-111.876072	40.914784	9707.7      	9693.9      	1626.9	102.8	-55.8   	-49.3     	4.3     	0.446974 	130        	67           	8796     
1894      	287.0   	-49.32	44   	30.5     	224     	-111.875819	40.914983	9712.1      	9698.2      	1627.6	102.8	-55.8   	-49.3     	4.3     	0.446763 	130        	67           	8799     
1895      	286.8   	-49.38	44   	30.5     	224     	-111.875565	40.915182	9716.4      	9702.6      	1628.2	102.8	-55.8   	-49.4     	4.3     	0.446582 	131        	68           	8802     
1896      	286.6   	-49.44	44   	30.4     	224     	-111.875311	40.915382	9720.8      	9706.9      	1628.9	102.7	-55.8   	-49.4     	4.3     	0.446400 	131        	68           	8806     
1897      	286.4   	-49.48	45   	30.4     	225     	-111.875058	40.915581	9725.3      	9711.4      	1629.6	102.7	-55.9   	-49.5     	4.5     	0.446178 	132        	68           	8810     
1898      	286.2   	-49.52	45   	30.4     	224     	-111.874804	40.915780	9729.8      	9715.9      	1630.2	102.6	-55.9   	-49.5     	4.5     	0.445946 	132        	68           	8813     
1899      	286.0   	-49.55	45   	30.5     	224     	-111.874550	40.915979	9734.4      	9720.5      	1630.9	102.6	-55.9   	-49.5     	4.5     	0.445708 	133        	68           	8817     
1900      	285.8   	-49.59	45   	30.5     	224     	-111.874294	40.916178	9738.9      	9725.0      	1631.5	102.5	-56.0   	-49.6     	4.5     	0.445481 	133        	68           	8821     
1901      	285.6   	-49.64	45   	30.5     	224     	-111.874038	40.916375	9743.4      	9729.5      	1632.2	102.5	-56.0   	-49.6     	4.5     	0.445265 	134        	68           	8825     
1902      	285.4   	-49.69	45   	30.5     	224     	-111.873783	40.916573	9748.0      	9734.1      	1632.9	102.5	-56.1   	-49.7     	4.5     	0.445055 	134        	68           	8829     
1903      	285.2   	-49.74	45   	30.5     	224     	-111.873527	40.916770	9752.5      	9738.6      	1633.5	102.4	-56.1   	-49.7     	4.5     	0.444843 	135        	68           	8833     
1904      	285.0   	-49.78	45   	30.6     	224     	-111.873271	40.916967	9757.1      	9743.1      	1634.2	102.4	-56.1   	-49.8     	4.5     	0.444617 	135        	68           	8838     
1905      	284.8   	-49.82	45   	30.6     	224     	-111.873016	40.917165	9761.6      	9747.6      	1634.9	102.3	-56.2   	-49.8     	4.5     	0.444397 	136        	68           	8842     
1906      	284.6   	-49.87	45   	30.6     	224     	-111.872760	40.917362	9766.2      	9752.2      	1635.6	102.3	-56.2   	-49.9     	4.5     	0.444181 	136        	68           	8847     
1907      	284.4   	-49.93	45   	30.6     	224     	-111.872504	40.917559	9770.7      	9756.7      	1636.2	102.2	-56.3   	-49.9     	4.5     	0.443989 	137        	68           	8851     
1908      	284.2   	-49.97	45   	30.6     	224     	-111.872249	40.917757	9775.2      	9761.2      	1636.9	102.2	-56.3   	-50.0     	4.5     	0.443775 	138        	68           	8856     
1909      	284.0   	-50.01	45   	30.7     	224     	-111.871993	40.917954	9779.8      	9765.8      	1637.6	102.2	-56.3   	-50.0     	4.5     	0.443539 	138        	68           	8861     
1910      	283.9   	-50.04	45   	30.7     	224     	-111.871737	40.918151	9784.3      	9770.3      	1638.3	102.1	-56.3   	-50.0     	4.5     	0.443298 	139        	68           	8866     
1911      	283.7   	-50.10	45   	30.7     	224     	-111.871482	40.918348	9788.9      	9774.8      	1638.9	102.1	-56.3   	-50.1     	4.5     	0.443108 	139        	68           	8871     
1912      	283.5   	-50.16	46   	30.7     	224     	-111.871226	40.918546	9793.4      	9779.3      	1639.6	102.1	-56.3   	-50.2     	4.5     	0.442913 	140        	68           	8876     
1913      	283.3   	-50.20	46   	30.7     	224     	-111.870970	40.918743	9798.0      	9783.9      	1640.3	102.0	-56.3   	-50.2     	4.5     	0.442687 	140        	68           	8882     
1914      	283.1   	-50.23	46   	30.8     	224     	-111.870715	40.918940	9802.5      	9788.4      	1641.0	102.0	-56.3   	-50.2     	4.5     	0.442450 	141        	68           	8887     
1915      	282.9   	-50.29	46   	30.8     	224     	-111.870459	40.919138	9807.0      	9792.9      	1641.7	102.0	-56.3   	-50.3     	4.5     	0.442244 	141        	68           	8892     
1916      	282.7   	-50.34	46   	30.8     	224     	-111.870203	40.919335	9811.6      	9797.5      	1642.3	101.9	-56.4   	-50.3     	4.5     	0.442053 	142        	68           	8898     
1917      	282.5   	-50.40	46   	30.8     	224     	-111.869948	40.919532	9816.1      	9802.0      	1643.0	101.9	-56.5   	-50.4     	4.5     	0.441853 	142        	68           	8904     
1918      	282.3   	-50.44	46   	30.8     	224     	-111.869692	40.919730	9820.7      	9806.5      	1643.7	101.8	-56.5   	-50.4     	4.5     	0.441628 	143        	68           	8910     
1919      	282.1   	-50.49	46   	30.9     	224     	-111.869436	40.919927	9825.2      	9811.0      	1644.3	101.7	-56.6   	-50.5     	4.5     	0.441412 	143        	68           	8915     
1920      	281.9   	-50.54	45   	30.9     	224     	-111.869181	40.920124	9829.8      	9815.6      	1645.0	101.7	-56.7   	-50.5     	4.5     	0.441213 	144        	68           	8922     
1921      	281.7   	-50.60	45   	30.9     	224     	-111.868925	40.920321	9834.3      	9820.1      	1645.6	101.6	-56.8   	-50.6     	4.5     	0.441020 	144        	68           	8928     
1922      	281.5   	-50.65	45   	30.9     	224     	-111.868669	40.920519	9838.8      	9824.6      	1646.3	101.6	-56.9   	-50.6     	4.5     	0.440815 	145        	68           	8934     
1923      	281.3   	-50.68	45   	30.9     	224     	-111.868414	40.920716	9843.4      	9829.2      	1646.9	101.5	-56.9   	-50.7     	4.5     	0.440564 	145        	68           	8940     
1924      	281.1   	-50.70	45   	31.0     	224     	-111.868158	40.920913	9847.9      	9833.7      	1647.6	101.5	-56.9   	-50.7     	4.5     	0.440301 	146        	67           	8947     
1925      	280.9   	-50.73	45   	31.0     	224     	-111.867902	40.921111	9852.5      	9838.2      	1648.2	101.4	-57.0   	-50.7     	4.5     	0.440067 	146        	67           	8953     
1926      	280.7   	-50.78	45   	31.0     	224     	-111.867647	40.921308	9857.0      	9842.7      	1648.9	101.4	-57.0   	-50.8     	4.5     	0.439856 	147        	67           	8960     
1927      	280.5   	-50.83	45   	31.0     	224     	-111.867391	40.921505	9861.5      	9847.3      	1649.6	101.3	-57.0   	-50.8     	4.5     	0.439637 	147        	67           	8967     
1928      	280.3   	-50.85	45   	31.0     	224     	-111.867135	40.921703	9866.1      	9851.8      	1650.3	101.3	-57.0   	-50.8     	4.5     	0.439386 	148        	67           	8973     
1929      	280.1   	-50.88	46   	31.1     	224     	-111.866880	40.921900	9870.6      	9856.3      	1650.9	101.2	-57.0   	-50.9     	4.5     	0.439136 	148        	67           	8980     
1930      	279.9   	-50.93	46   	31.1     	224     	-111.866624	40.922097	9875.2      	9860.9      	1651.6	101.2	-57.0   	-50.9     	4.5     	0.438932 	149        	67           	8987     
1931      	279.7   	-50.99	46   	31.2     	224     	-111.866368	40.922294	9879.7      	9865.4      	1652.3	101.2	-57.1   	-51.0     	4.5     	0.438735 	149        	67           	8995     
1932      	279.5   	-51.02	46   	31.2     	224     	-111.866113	40.922492	9884.3      	9869.9      	1653.0	101.1	-57.1   	-51.0     	4.5     	0.438495 	150        	67           	9002     
1933      	279.3   	-51.05	46   	31.3     	224     	-111.865857	40.922689	9888.8      	9874.4      	1653.6	101.1	-57.1   	-51.0     	4.5     	0.438241 	150        	67           	9009     
1934      	279.2   	-51.08	46   	31.3     	224     	-111.865602	40.922886	9893.3      	9879.0      	1654.3	101.0	-57.2   	-51.1     	4.5     	0.438003 	151        	67           	9017     
1935      	279.0   	-51.13	46   	31.4     	224     	-111.865346	40.923089	9897.9      	9883.5      	1654.9	101.0	-57.2   	-51.1     	4.5     	0.437797 	151        	67           	9024     
1936      	278.8   	-51.19	45   	31.4     	224     	-111.865085	40.923298	9902.4      	9888.0      	1655.6	100.9	-57.4   	-51.2     	4.5     	0.437611 	152        	67           	9032     
1937      	278.6   	-51.25	45   	31.5     	224     	-111.864824	40.923508	9907.0      	9892.6      	1656.2	100.8	-57.5   	-51.2     	4.5     	0.437424 	152        	67           	9041     
1938      	278.4   	-51.32	44   	31.5     	224     	-111.864563	40.923717	9911.5      	9897.1      	1656.8	100.7	-57.7   	-51.3     	4.5     	0.437254 	153        	67           	9049     
1939      	278.2   	-51.37	43   	31.6     	224     	-111.864303	40.923926	9916.0      	9901.6      	1657.4	100.6	-57.8   	-51.4     	4.5     	0.437041 	153        	67           	9057     
1940      	278.0   	-51.40	43   	31.6     	224     	-111.864042	40.924135	9920.6      	9906.1      	1658.1	100.5	-58.0   	-51.4     	4.5     	0.436801 	154        	67           	9066     
1941      	277.8   	-51.45	42   	31.7     	223     	-111.863781	40.924344	9925.1      	9910.7      	1658.7	100.4	-58.2   	-51.5     	4.5     	0.436602 	154        	67           	9074     
1942      	277.6   	-51.52	42   	31.7     	223     	-111.863520	40.924553	9929.7      	9915.2      	1659.3	100.4	-58.3   	-51.5     	4.5     	0.436432 	155        	67           	9083     
1943      	277.4   	-51.56	41   	31.8     	223     	-111.863259	40.924762	9934.2      	9919.7      	1659.9	100.3	-58.4   	-51.6     	4.5     	0.436211 	155        	67           	9092     
1944      	277.2   	-51.57	41   	31.8     	223     	-111.862999	40.924972	9938.8      	9924.2      	1660.6	100.2	-58.5   	-51.6     	4.5     	0.435915 	156        	67           	9101     
1945      	277.0   	-51.58	41   	31.8     	223     	-111.862738	40.925181	9943.3      	9928.8      	1661.2	100.1	-58.5   	-51.6     	4.5     	0.435628 	156        	67           	9110     
1946      	276.8   	-51.62	40   	31.9     	223     	-111.862477	40.925390	9947.8      	9933.3      	1661.9	100.0	-58.6   	-51.6     	4.5     	0.435403 	156        	67           	9119     
1947      	276.6   	-51.69	40   	31.9     	223     	-111.862216	40.925599	9952.4      	9937.8      	1662.5	100.0	-58.7   	-51.7     	4.5     	0.435236 	157        	66           	9128     
1948      	276.4   	-51.75	40   	32.0     	223     	-111.861955	40.925808	9956.9      	9942.4      	1663.2	100.0	-58.8   	-51.7     	4.5     	0.435059 	157        	66           	9137     
1949      	276.2   	-51.79	40   	32.0     	223     	-111.861694	40.926017	9961.5      	9946.9      	1663.9	99.9 	-58.8   	-51.8     	4.5     	0.434830 	158        	66           	9147     
1950      	276.1   	-51.83	40   	32.1     	223     	-111.861434	40.926227	9966.0      	9951.4      	1664.5	99.9 	-58.9   	-51.8     	4.5     	0.434609 	158        	66           	9156     
1951      	275.9   	-51.89	40   	32.1     	223     	-111.861173	40.926436	9970.5      	9955.9      	1665.2	99.8 	-58.9   	-51.9     	4.5     	0.434414 	159        	66           	9166     
1952      	275.7   	-51.94	40   	32.2     	223     	-111.860912	40.926645	9975.1      	9960.5      	1665.8	99.8 	-59.0   	-51.9     	4.5     	0.434216 	159        	66           	9176     
1953      	275.5   	-51.99	40   	32.2     	223     	-111.860651	40.926854	9979.6      	9965.0      	1666.5	99.7 	-59.0   	-52.0     	4.5     	0.434006 	160        	66           	9185     
1954      	275.3   	-52.04	40   	32.2     	223     	-111.860390	40.927063	9984.2      	9969.5      	1667.2	99.7 	-59.1   	-52.0     	4.5     	0.433799 	160        	66           	9195     
1955      	275.1   	-52.09	40   	32.3     	223     	-111.860130	40.927272	9988.7      	9974.0      	1667.8	99.6 	-59.1   	-52.1     	4.5     	0.433595 	161        	66           	9205     
