# STATION: WBB,,,,,,,,
# STATION NAME: U of U William Browning Building,,,,,,,,
# LATITUDE: 40.76623,,,,,,,,
# LONGITUDE: -111.84755,,,,,,,,
# ELEVATION [ft]: 4806,,,,,,,,
# STATE: UT,,,,,,,,
Station_ID,Date_Time,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,altimeter_set_1d
,,Pascals,Celsius,%,m/s,Degrees,m/s,Pascals
WBB,2019-02-21T22:57:00-0700,84257,-4.28,54.47,5.87,52.66,7.25,100541.49
WBB,2019-02-21T22:58:00-0700,84255,-4.31,56.95,6.37,41.31,8.52,100539.11
WBB,2019-02-21T22:59:00-0700,84269,-4.3,60.8,4.32,24.93,5.59,100555.81
WBB,2019-02-21T23:00:00-0700,84271,-4.31,58.48,4.26,31.62,6.08,100558.2
WBB,2019-02-21T23:01:00-0700,84269,-4.37,54.93,4.41,41.67,5.59,100555.81
WBB,2019-02-21T23:02:00-0700,84269,-4.44,55.67,3.2,28.51,4.7,100555.81
WBB,2019-02-21T23:03:00-0700,84268,-4.44,55.68,4.92,21.03,6.37,100554.62
WBB,2019-02-21T23:04:00-0700,84268,-4.51,55.48,4.86,32.77,6.56,100554.62
WBB,2019-02-21T23:05:00-0700,84267,-4.54,55.66,4.38,49.65,5.59,100553.43
WBB,2019-02-21T23:06:00-0700,84269,-4.57,56.1,3.16,34.29,5.39,100555.81
WBB,2019-02-21T23:07:00-0700,84270,-4.54,55.89,3.98,23.19,5.59,100557.01
WBB,2019-02-21T23:08:00-0700,84265,-4.57,55.74,3.85,20.61,4.7,100551.04
WBB,2019-02-21T23:09:00-0700,84267,-4.6,56.19,3.54,23.6,4.8,100553.43
WBB,2019-02-21T23:10:00-0700,84266,-4.58,56.45,2.72,17.58,4.21,100552.23
WBB,2019-02-21T23:11:00-0700,84265,-4.57,56.08,5.37,24.49,9.11,100551.04
WBB,2019-02-21T23:12:00-0700,84263,-4.59,55.98,5.2,33.67,8.92,100548.65
WBB,2019-02-21T23:13:00-0700,84264,-4.59,56.94,3.28,29.61,4.51,100549.85
WBB,2019-02-21T23:14:00-0700,84264,-4.56,56.84,4.34,15.94,7.55,100549.85
WBB,2019-02-21T23:15:00-0700,84261,-4.59,55.97,6.61,26.69,8.52,100546.27
WBB,2019-02-21T23:16:00-0700,84262,-4.65,56.26,5.28,23.71,7.55,100547.46
WBB,2019-02-21T23:17:00-0700,84258,-4.67,56.41,5.44,31.65,7.64,100542.69
WBB,2019-02-21T23:18:00-0700,84256,-4.67,56.23,6,34.73,7.16,100540.3
WBB,2019-02-21T23:19:00-0700,84252,-4.66,55.8,6.42,19.64,9.01,100535.53
WBB,2019-02-21T23:20:00-0700,84254,-4.64,55.76,5.73,24.49,7.16,100537.91
WBB,2019-02-21T23:21:00-0700,84259,-4.66,56.32,4.73,38.6,6.17,100543.88
WBB,2019-02-21T23:22:00-0700,84259,-4.66,56.46,2.06,47.41,3.23,100543.88
WBB,2019-02-21T23:23:00-0700,84257,-4.63,56.26,3.61,10.7,5.39,100541.49
WBB,2019-02-21T23:24:00-0700,84256,-4.66,55.96,4.52,22.82,5.59,100540.3
WBB,2019-02-21T23:25:00-0700,84252,-4.65,55.59,4.18,40.06,5.49,100535.53
WBB,2019-02-21T23:26:00-0700,84259,-4.63,55.4,3.71,31.33,5.98,100543.88
WBB,2019-02-21T23:27:00-0700,84249,-4.61,54.87,4.35,42.92,6.66,100531.95
WBB,2019-02-21T23:28:00-0700,84256,-4.61,54.48,4.2,34.65,5.78,100540.3
WBB,2019-02-21T23:29:00-0700,84255,-4.59,55.13,3.77,36.84,5.2,100539.11
WBB,2019-02-21T23:30:00-0700,84246,-4.57,53.59,7.85,49.01,9.41,100528.37
WBB,2019-02-21T23:31:00-0700,84248,-4.52,52.42,7.36,44.96,9.01,100530.75
WBB,2019-02-21T23:32:00-0700,84244,-4.46,51.92,6.98,47.33,9.7,100525.98
WBB,2019-02-21T23:33:00-0700,84256,-4.45,52.13,6.22,45.4,8.13,100540.3
WBB,2019-02-21T23:34:00-0700,84256,-4.49,52.55,5.55,37.18,6.96,100540.3
WBB,2019-02-21T23:35:00-0700,84253,-4.5,52.77,4.94,44.8,6.86,100536.72
WBB,2019-02-21T23:36:00-0700,84251,-4.52,52.87,6.48,46.86,8.82,100534.33
WBB,2019-02-21T23:37:00-0700,84257,-4.49,51.91,5.96,49.03,7.94,100541.49
WBB,2019-02-21T23:38:00-0700,84253,-4.47,52.13,6.4,40.07,9.11,100536.72
WBB,2019-02-21T23:39:00-0700,84261,-4.51,52.1,7,35.02,8.82,100546.27
WBB,2019-02-21T23:40:00-0700,84253,-4.53,52.96,7.54,42.19,9.41,100536.72
WBB,2019-02-21T23:41:00-0700,84262,-4.56,54.28,6.71,31.91,7.64,100547.46
WBB,2019-02-21T23:42:00-0700,84263,-4.54,54.39,6.5,38.52,8.43,100548.65
WBB,2019-02-21T23:43:00-0700,84263,-4.51,53.71,4.69,34.76,6.56,100548.65
WBB,2019-02-21T23:44:00-0700,84265,-4.47,52.45,5.95,42.08,7.84,100551.04
WBB,2019-02-21T23:45:00-0700,84261,-4.44,51.35,6,41.29,8.92,100546.27
WBB,2019-02-21T23:46:00-0700,84267,-4.4,49.66,6.19,38.2,8.92,100553.43
WBB,2019-02-21T23:47:00-0700,84265,-4.34,50.19,6.75,34.79,8.43,100551.04
WBB,2019-02-21T23:48:00-0700,84272,-4.36,50.92,5.45,24.01,7.25,100559.39
WBB,2019-02-21T23:49:00-0700,84274,-4.37,51.09,5.73,12.64,7.25,100561.78
WBB,2019-02-21T23:50:00-0700,84276,-4.38,51.08,3.96,20.47,5.2,100564.16
WBB,2019-02-21T23:51:00-0700,84275,-4.35,50.75,3.83,8.89,5.68,100562.97
WBB,2019-02-21T23:52:00-0700,84281,-4.36,50.17,4.76,26.73,7.25,100570.13
WBB,2019-02-21T23:53:00-0700,84279,-4.32,49.52,4.28,29.04,6.96,100567.74
WBB,2019-02-21T23:54:00-0700,84273,-4.32,48.63,4.71,43.29,7.45,100560.59
WBB,2019-02-21T23:55:00-0700,84271,-4.29,48.63,4.2,32,5.68,100558.2
WBB,2019-02-21T23:56:00-0700,84276,-4.28,50.35,3.42,350.5,5,100564.16
WBB,2019-02-21T23:57:00-0700,84277,-4.27,52.22,4.02,358.2,5,100565.36
WBB,2019-02-21T23:58:00-0700,84279,-4.3,61.91,2.4,325.2,4.51,100567.74
WBB,2019-02-21T23:59:00-0700,84276,-4.42,69.29,3.72,329.6,4.8,100564.16
