# STATION: WBB,,,,,,,,
# STATION NAME: U of U William Browning Building,,,,,,,,
# LATITUDE: 40.76623,,,,,,,,
# LONGITUDE: -111.84755,,,,,,,,
# ELEVATION [ft]: 4806,,,,,,,,
# STATE: UT,,,,,,,,
Station_ID,Date_Time,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,altimeter_set_1d
,,Pascals,Celsius,%,m/s,Degrees,m/s,Pascals
WBB,2019-02-21T00:00:00-0700,84051,-4.18,65.03,1.84,270.5,2.74,100295.68
WBB,2019-02-21T00:01:00-0700,84050,-4.13,65.62,2.82,263.1,4.41,100294.49
WBB,2019-02-21T00:02:00-0700,84050,-4.08,64.59,3.1,255.6,3.63,100294.49
WBB,2019-02-21T00:03:00-0700,84049,-4.05,63.21,3.18,248.6,3.82,100293.29
WBB,2019-02-21T00:04:00-0700,84050,-4,62.35,3.4,253.6,4.21,100294.49
WBB,2019-02-21T00:05:00-0700,84052,-3.98,63.58,2.47,257.7,3.82,100296.87
WBB,2019-02-21T00:06:00-0700,84052,-3.97,64.93,2.12,253,3.53,100296.87
WBB,2019-02-21T00:07:00-0700,84053,-3.98,65.23,1.55,288.3,3.23,100298.07
WBB,2019-02-21T00:08:00-0700,84053,-4.01,65.81,0.9,328.6,1.86,100298.07
WBB,2019-02-21T00:09:00-0700,84053,-4,66.33,0.68,2.64,1.47,100298.07
WBB,2019-02-21T00:10:00-0700,84053,-4,66.4,1.37,4.33,1.96,100298.07
WBB,2019-02-21T00:11:00-0700,84052,-4,66.44,1.6,334.1,2.35,100296.87
WBB,2019-02-21T00:12:00-0700,84053,-4.08,65.35,2.04,325.2,2.35,100298.07
WBB,2019-02-21T00:13:00-0700,84053,-4.18,64.12,1.75,317.1,2.55,100298.07
WBB,2019-02-21T00:14:00-0700,84052,-4.25,62.9,1.53,276.8,2.64,100296.87
WBB,2019-02-21T00:15:00-0700,84051,-4.27,63.08,1.09,294.6,1.86,100295.68
WBB,2019-02-21T00:16:00-0700,84050,-4.28,63.17,1.94,307.8,2.55,100294.49
WBB,2019-02-21T00:17:00-0700,84050,-4.28,63.67,2.14,308.8,2.64,100294.49
WBB,2019-02-21T00:18:00-0700,84050,-4.31,62.73,1.96,301.7,2.84,100294.49
WBB,2019-02-21T00:19:00-0700,84050,-4.34,62.66,2.34,308.8,2.94,100294.49
WBB,2019-02-21T00:20:00-0700,84050,-4.34,63.01,1.92,307.3,2.64,100294.49
WBB,2019-02-21T00:21:00-0700,84049,-4.36,62.84,1.58,291.6,2.25,100293.29
WBB,2019-02-21T00:22:00-0700,84049,-4.34,62.18,1.58,272.2,2.45,100293.29
WBB,2019-02-21T00:23:00-0700,84049,-4.31,61.62,2.37,272,3.23,100293.29
WBB,2019-02-21T00:24:00-0700,84051,-4.27,62.19,1.75,270.6,2.64,100295.68
WBB,2019-02-21T00:25:00-0700,84052,-4.25,62.1,1.07,270.9,2.06,100296.87
WBB,2019-02-21T00:26:00-0700,84052,-4.22,62.32,0.99,302.2,2.25,100296.87
WBB,2019-02-21T00:27:00-0700,84052,-4.21,62.09,1.79,321.7,2.55,100296.87
WBB,2019-02-21T00:28:00-0700,84052,-4.25,62.3,1.87,323.5,2.45,100296.87
WBB,2019-02-21T00:29:00-0700,84053,-4.29,63.23,1.58,318,2.25,100298.07
WBB,2019-02-21T00:30:00-0700,84051,-4.32,64.13,1.57,317.2,2.06,100295.68
WBB,2019-02-21T00:31:00-0700,84050,-4.34,64.97,1.15,304.7,1.67,100294.49
WBB,2019-02-21T00:32:00-0700,84051,-4.3,65.08,0.57,274.6,1.28,100295.68
WBB,2019-02-21T00:33:00-0700,84051,-4.27,64.69,0.49,296.9,1.28,100295.68
WBB,2019-02-21T00:34:00-0700,84051,-4.22,64.62,0.73,311.8,1.18,100295.68
WBB,2019-02-21T00:35:00-0700,84052,-4.18,64.55,1.3,340.7,2.16,100296.87
WBB,2019-02-21T00:36:00-0700,84052,-4.17,64.5,1.9,340.4,2.45,100296.87
WBB,2019-02-21T00:37:00-0700,84051,-4.16,64.63,1.99,355.8,2.45,100295.68
WBB,2019-02-21T00:38:00-0700,84052,-4.15,63.32,2.1,329.9,2.64,100296.87
WBB,2019-02-21T00:39:00-0700,84052,-4.22,63,2.08,319.9,2.64,100296.87
WBB,2019-02-21T00:40:00-0700,84051,-4.27,62.79,1.29,294,2.35,100295.68
WBB,2019-02-21T00:41:00-0700,84050,-4.29,62.52,1.5,300.3,2.06,100294.49
WBB,2019-02-21T00:42:00-0700,84051,-4.28,62.94,1.64,312.9,2.25,100295.68
WBB,2019-02-21T00:43:00-0700,84051,-4.28,62.92,2.21,322.8,2.64,100295.68
WBB,2019-02-21T00:44:00-0700,84051,-4.31,63.41,2.07,321.1,2.45,100295.68
WBB,2019-02-21T00:45:00-0700,84051,-4.33,61.83,1.61,307.8,2.25,100295.68
WBB,2019-02-21T00:46:00-0700,84052,-4.34,60.92,1.26,313.4,1.67,100296.87
WBB,2019-02-21T00:47:00-0700,84052,-4.34,60.69,1.22,312,1.57,100296.87
WBB,2019-02-21T00:48:00-0700,84053,-4.31,60.71,0.69,293.2,1.18,100298.07
WBB,2019-02-21T00:49:00-0700,84052,-4.28,61.02,0.29,292.6,1.08,100296.87
WBB,2019-02-21T00:50:00-0700,84052,-4.26,61.02,0.29,304.9,1.18,100296.87
WBB,2019-02-21T00:51:00-0700,84051,-4.21,60.43,0.94,351.7,1.57,100295.68
WBB,2019-02-21T00:52:00-0700,84051,-4.16,61.71,2.18,354.7,2.64,100295.68
WBB,2019-02-21T00:53:00-0700,84050,-4.12,61.91,2.08,342.6,2.74,100294.49
WBB,2019-02-21T00:54:00-0700,84051,-4.12,59.94,1.6,338.7,1.96,100295.68
WBB,2019-02-21T00:55:00-0700,84052,-4.14,59.05,0.81,333.9,1.47,100296.87
WBB,2019-02-21T00:56:00-0700,84051,-4.18,58.43,0.24,330.3,0.98,100295.68
WBB,2019-02-21T00:57:00-0700,84051,-4.12,59.07,0.68,308.2,1.28,100295.68
WBB,2019-02-21T00:58:00-0700,84051,-4.08,58.41,1.25,310.6,1.96,100295.68
WBB,2019-02-21T00:59:00-0700,84049,-4.04,59.56,1.92,327,2.35,100293.29
WBB,2019-02-21T01:00:00-0700,84050,-4.07,60.33,1.42,298.4,1.96,100294.49
WBB,2019-02-21T01:01:00-0700,84052,-4.12,60.52,0.75,293.9,1.67,100296.87
WBB,2019-02-21T01:02:00-0700,84052,-4.13,60.78,0.5,287.6,0.78,100296.87
WBB,2019-02-21T01:03:00-0700,84052,-4.06,60.63,0.23,308.8,0.98,100296.87
WBB,2019-02-21T01:04:00-0700,84052,-4.03,60.46,1.33,325.2,2.35,100296.87
WBB,2019-02-21T01:05:00-0700,84052,-4.09,60.68,1.87,328.5,2.06,100296.87
WBB,2019-02-21T01:06:00-0700,84052,-4.14,60.58,2.06,339.9,2.64,100296.87
WBB,2019-02-21T01:07:00-0700,84053,-4.16,60.61,1.83,344.3,2.16,100298.07
WBB,2019-02-21T01:08:00-0700,84052,-4.15,60.76,1.63,356.9,2.06,100296.87
WBB,2019-02-21T01:09:00-0700,84053,-4.13,60.68,1.76,4.78,1.96,100298.07
WBB,2019-02-21T01:10:00-0700,84053,-4.17,60.69,1.51,351.1,1.96,100298.07
WBB,2019-02-21T01:11:00-0700,84052,-4.16,60.96,1.45,349,2.06,100296.87
WBB,2019-02-21T01:12:00-0700,84053,-4.09,60.64,2.24,329.7,2.84,100298.07
WBB,2019-02-21T01:13:00-0700,84053,-4.11,59.12,1.34,333.1,2.25,100298.07
WBB,2019-02-21T01:14:00-0700,84053,-4.11,56.98,0.42,17.71,0.98,100298.07
WBB,2019-02-21T01:15:00-0700,84053,-4.09,55.87,1.21,23.02,1.86,100298.07
WBB,2019-02-21T01:16:00-0700,84053,-4.08,58.59,0.93,319.4,1.57,100298.07
WBB,2019-02-21T01:17:00-0700,84053,-4.06,59.09,1.29,338.2,2.16,100298.07
WBB,2019-02-21T01:18:00-0700,84052,-4.09,60.48,2.62,320.6,2.94,100296.87
WBB,2019-02-21T01:19:00-0700,84051,-4.18,59.95,1.97,316,2.55,100295.68
WBB,2019-02-21T01:20:00-0700,84052,-4.21,58.87,0.65,316.7,1.18,100296.87
WBB,2019-02-21T01:21:00-0700,84055,-4.14,58.8,0.6,13.84,1.37,100300.45
WBB,2019-02-21T01:22:00-0700,84053,-4.08,57.17,2.8,15.23,3.82,100298.07
WBB,2019-02-21T01:23:00-0700,84056,-3.98,53.03,2.98,32.91,4.21,100301.65
WBB,2019-02-21T01:24:00-0700,84054,-3.82,53.85,2.03,11.49,3.43,100299.26
WBB,2019-02-21T01:25:00-0700,84054,-3.78,58.14,1.57,335.8,1.86,100299.26
WBB,2019-02-21T01:26:00-0700,84053,-3.86,59.5,1.26,315.8,1.76,100298.07
WBB,2019-02-21T01:27:00-0700,84053,-3.9,60.21,1.73,309.4,2.35,100298.07
WBB,2019-02-21T01:28:00-0700,84054,-4,60.41,1.73,325.3,2.16,100299.26
WBB,2019-02-21T01:29:00-0700,84057,-4.09,60.76,1.68,341.6,2.06,100302.84
WBB,2019-02-21T01:30:00-0700,84058,-4.08,59.31,1.64,33.48,3.23,100304.03
WBB,2019-02-21T01:31:00-0700,84054,-4,54.79,1.77,60.94,3.43,100299.26
WBB,2019-02-21T01:32:00-0700,84054,-3.92,55.54,0.93,26.97,2.16,100299.26
WBB,2019-02-21T01:33:00-0700,84053,-3.86,54.16,0.05,40.31,0.39,100298.07
WBB,2019-02-21T01:34:00-0700,84055,-3.79,54.67,0.09,85.1,0.39,100300.45
WBB,2019-02-21T01:35:00-0700,84055,-3.76,56.29,0.86,324.4,1.96,100300.45
WBB,2019-02-21T01:36:00-0700,84055,-3.79,58.52,2.19,316,2.64,100300.45
WBB,2019-02-21T01:37:00-0700,84054,-3.89,59.24,1.49,311.4,2.55,100299.26
WBB,2019-02-21T01:38:00-0700,84055,-3.94,59.53,1.06,335.1,2.84,100300.45
WBB,2019-02-21T01:39:00-0700,84054,-3.92,57.42,1.75,350.4,2.84,100299.26
WBB,2019-02-21T01:40:00-0700,84054,-3.88,57.4,0.45,329.5,0.98,100299.26
WBB,2019-02-21T01:41:00-0700,84054,-3.87,58.99,0.99,307.8,1.57,100299.26
WBB,2019-02-21T01:42:00-0700,84053,-3.88,58.72,1.94,327.3,2.74,100298.07
WBB,2019-02-21T01:43:00-0700,84053,-3.87,56.33,2.53,25.21,4.7,100298.07
WBB,2019-02-21T01:44:00-0700,84053,-3.8,53.69,2.62,38.14,3.53,100298.07
WBB,2019-02-21T01:45:00-0700,84051,-3.76,53.12,3.49,76.66,4.9,100295.68
WBB,2019-02-21T01:46:00-0700,84053,-3.71,52.44,3.26,78.17,4.41,100298.07
WBB,2019-02-21T01:47:00-0700,84051,-3.68,51.98,2.94,94.6,4.9,100295.68
WBB,2019-02-21T01:48:00-0700,84050,-3.63,52.55,2.63,79.91,4.21,100294.49
WBB,2019-02-21T01:49:00-0700,84054,-3.62,52.35,1.57,60.38,2.64,100299.26
WBB,2019-02-21T01:50:00-0700,84053,-3.62,52.23,1.65,67.24,2.55,100298.07
WBB,2019-02-21T01:51:00-0700,84050,-3.61,52.05,4.38,77.6,7.45,100294.49
WBB,2019-02-21T01:52:00-0700,84042,-3.62,52.08,4.77,70.15,7.64,100284.94
WBB,2019-02-21T01:53:00-0700,84048,-3.64,52.05,2.93,55.47,5.2,100292.1
WBB,2019-02-21T01:54:00-0700,84052,-3.65,52.49,2.18,78.74,3.43,100296.87
WBB,2019-02-21T01:55:00-0700,84052,-3.64,52.45,2.38,39.82,4.21,100296.87
WBB,2019-02-21T01:56:00-0700,84051,-3.67,52.41,3.14,51.02,4.7,100295.68
WBB,2019-02-21T01:57:00-0700,84052,-3.68,52.86,2.21,57.26,5.49,100296.87
WBB,2019-02-21T01:58:00-0700,84048,-3.68,52.88,3.17,67.59,5.2,100292.1
WBB,2019-02-21T01:59:00-0700,84048,-3.69,52.9,3.11,85.5,5.2,100292.1
WBB,2019-02-21T02:00:00-0700,84048,-3.69,53.24,1.43,80.5,2.94,100292.1
WBB,2019-02-21T02:01:00-0700,84044,-3.69,53.14,3.7,52.14,4.9,100287.33
WBB,2019-02-21T02:02:00-0700,84048,-3.68,53.22,2.69,60.82,4.8,100292.1
WBB,2019-02-21T02:03:00-0700,84045,-3.69,53.21,4.42,60.56,5.59,100288.52
WBB,2019-02-21T02:04:00-0700,84042,-3.69,53.2,3.94,59.19,5.59,100284.94
WBB,2019-02-21T02:05:00-0700,84049,-3.69,52.96,2.25,73.33,4.51,100293.29
WBB,2019-02-21T02:06:00-0700,84048,-3.71,53.06,2.57,75.25,3.72,100292.1
WBB,2019-02-21T02:07:00-0700,84049,-3.72,52.96,2.61,35.33,4.21,100293.29
WBB,2019-02-21T02:08:00-0700,84037,-3.72,52.73,5.36,54.92,8.13,100278.97
WBB,2019-02-21T02:09:00-0700,84029,-3.77,53.02,6.51,60.22,7.84,100269.43
WBB,2019-02-21T02:10:00-0700,84039,-3.8,53.67,4.34,82.8,5.88,100281.36
WBB,2019-02-21T02:11:00-0700,84036,-3.78,53.09,5.55,60.61,7.45,100277.78
WBB,2019-02-21T02:12:00-0700,84040,-3.79,53.76,5.06,73.41,6.96,100282.55
WBB,2019-02-21T02:13:00-0700,84037,-3.78,53.11,5.22,63.35,7.74,100278.97
WBB,2019-02-21T02:14:00-0700,84038,-3.83,53.12,4.99,59.31,7.84,100280.17
WBB,2019-02-21T02:15:00-0700,84038,-3.86,53.44,5.55,88.3,8.92,100280.17
WBB,2019-02-21T02:16:00-0700,84042,-3.86,53.52,4.78,77.8,6.47,100284.94
WBB,2019-02-21T02:17:00-0700,84045,-3.82,53.19,3.69,59.81,5.2,100288.52
WBB,2019-02-21T02:18:00-0700,84046,-3.81,53.03,3.54,74.62,5.2,100289.71
WBB,2019-02-21T02:19:00-0700,84043,-3.79,53.26,3.75,78.73,6.66,100286.13
WBB,2019-02-21T02:20:00-0700,84042,-3.77,52.92,5.34,67.68,9.11,100284.94
WBB,2019-02-21T02:21:00-0700,84047,-3.76,52.14,4.57,62.51,7.64,100290.91
WBB,2019-02-21T02:22:00-0700,84037,-3.79,51.99,5.65,62.41,7.84,100278.97
WBB,2019-02-21T02:23:00-0700,84036,-3.81,52.21,4.67,53.6,7.55,100277.78
WBB,2019-02-21T02:24:00-0700,84038,-3.78,52.35,5.25,65.55,6.96,100280.17
WBB,2019-02-21T02:25:00-0700,84044,-3.78,52.39,4.28,81.8,6.66,100287.33
WBB,2019-02-21T02:26:00-0700,84035,-3.78,52.3,5.46,97,7.45,100276.59
WBB,2019-02-21T02:27:00-0700,84036,-3.82,52.58,4.1,81.4,6.66,100277.78
WBB,2019-02-21T02:28:00-0700,84041,-3.83,52.68,4.28,67.49,6.08,100283.75
WBB,2019-02-21T02:29:00-0700,84044,-3.83,52.98,3.54,64.79,6.47,100287.33
WBB,2019-02-21T02:30:00-0700,84038,-3.85,52.64,3.49,68.88,5.49,100280.17
WBB,2019-02-21T02:31:00-0700,84039,-3.87,53,4.8,74.39,7.94,100281.36
WBB,2019-02-21T02:32:00-0700,84030,-3.87,52.83,5.75,77.92,7.45,100270.62
WBB,2019-02-21T02:33:00-0700,84027,-3.88,52.57,6.39,76.86,8.13,100267.04
WBB,2019-02-21T02:34:00-0700,84030,-3.91,52.55,6.85,75.4,9.01,100270.62
WBB,2019-02-21T02:35:00-0700,84036,-3.93,53.22,4.15,69.77,5.78,100277.78
WBB,2019-02-21T02:36:00-0700,84029,-3.93,52.88,6.26,73,8.33,100269.43
WBB,2019-02-21T02:37:00-0700,84029,-3.94,53.45,6.01,77.1,8.43,100269.43
WBB,2019-02-21T02:38:00-0700,84027,-3.94,52.92,5.64,75.62,8.03,100267.04
WBB,2019-02-21T02:39:00-0700,84029,-3.94,53.01,4.61,63.19,7.16,100269.43
WBB,2019-02-21T02:40:00-0700,84028,-3.93,53.09,5.14,77.42,7.45,100268.23
WBB,2019-02-21T02:41:00-0700,84024,-3.93,52.47,6.18,67.93,8.72,100263.46
WBB,2019-02-21T02:42:00-0700,84018,-3.97,51.81,7.87,56.66,9.31,100256.3
WBB,2019-02-21T02:43:00-0700,84024,-3.99,52.35,6.13,61.64,9.31,100263.46
WBB,2019-02-21T02:44:00-0700,84024,-4.01,52.14,5.68,71.56,7.25,100263.46
WBB,2019-02-21T02:45:00-0700,84022,-4.01,52.47,4.52,69.41,7.94,100261.07
WBB,2019-02-21T02:46:00-0700,84021,-3.99,52.42,5.23,72.69,10.29,100259.88
WBB,2019-02-21T02:47:00-0700,84015,-3.99,51.28,6.25,56.23,9.6,100252.72
WBB,2019-02-21T02:48:00-0700,84009,-4,51.23,8.51,69.81,10.09,100245.56
WBB,2019-02-21T02:49:00-0700,84023,-4.02,51.34,6.73,82.1,8.43,100262.27
WBB,2019-02-21T02:50:00-0700,84011,-4.04,51.8,8.48,68.06,10.39,100247.95
WBB,2019-02-21T02:51:00-0700,84010,-4,51.06,7.13,61.24,8.62,100246.75
WBB,2019-02-21T02:52:00-0700,84007,-4.01,50.13,8.11,63.41,9.7,100243.17
WBB,2019-02-21T02:53:00-0700,84026,-4.03,49.95,5.76,76.63,7.84,100265.85
WBB,2019-02-21T02:54:00-0700,84026,-4.08,50.1,5.81,72.98,8.92,100265.85
WBB,2019-02-21T02:55:00-0700,84021,-4.02,50.7,4.69,61.25,6.37,100259.88
WBB,2019-02-21T02:56:00-0700,84008,-4.03,50.17,7.35,71.74,9.8,100244.37
WBB,2019-02-21T02:57:00-0700,84020,-4.06,49.56,6.44,65.11,8.92,100258.69
WBB,2019-02-21T02:58:00-0700,84025,-4.06,49.64,5.29,64.28,7.35,100264.65
WBB,2019-02-21T02:59:00-0700,84023,-4.02,49.73,5.78,63,7.55,100262.27
WBB,2019-02-21T03:00:00-0700,84025,-4.03,49.77,3.1,69.81,5.29,100264.65
WBB,2019-02-21T03:01:00-0700,84024,-4.01,50.33,4.59,70.64,7.74,100263.46
WBB,2019-02-21T03:02:00-0700,84014,-4,49.6,5.55,63.43,8.72,100251.53
WBB,2019-02-21T03:03:00-0700,84013,-3.98,49.44,5.75,57.31,8.33,100250.33
WBB,2019-02-21T03:04:00-0700,84008,-3.98,49.24,7.14,60.32,8.82,100244.37
WBB,2019-02-21T03:05:00-0700,84016,-3.97,49.6,4.71,64.61,6.37,100253.91
WBB,2019-02-21T03:06:00-0700,84015,-3.94,50.05,5.4,71.29,7.94,100252.72
WBB,2019-02-21T03:07:00-0700,84012,-3.94,48.93,6.27,59.38,8.52,100249.14
WBB,2019-02-21T03:08:00-0700,84010,-3.96,48.58,7.06,56.51,9.41,100246.75
WBB,2019-02-21T03:09:00-0700,84009,-3.98,49.04,6.62,55.73,8.62,100245.56
WBB,2019-02-21T03:10:00-0700,84007,-3.96,49.65,5.53,87.4,9.6,100243.17
WBB,2019-02-21T03:11:00-0700,84004,-3.93,49.35,7.23,54.94,9.41,100239.59
WBB,2019-02-21T03:12:00-0700,84003,-3.96,48.94,6.95,57.04,9.6,100238.4
WBB,2019-02-21T03:13:00-0700,84015,-3.96,49.22,5.97,59.31,8.03,100252.72
WBB,2019-02-21T03:14:00-0700,84013,-3.97,49.17,4.95,70.93,7.05,100250.33
WBB,2019-02-21T03:15:00-0700,84023,-3.96,49.79,1.63,55.97,3.13,100262.27
WBB,2019-02-21T03:16:00-0700,84019,-3.93,49.66,4.42,84.2,8.92,100257.49
WBB,2019-02-21T03:17:00-0700,84004,-3.94,49.27,6.24,62.48,8.03,100239.59
WBB,2019-02-21T03:18:00-0700,84001,-3.95,49.12,7.61,70.49,9.8,100236.02
WBB,2019-02-21T03:19:00-0700,84006,-3.96,48.87,7.63,79.17,9.31,100241.98
WBB,2019-02-21T03:20:00-0700,84008,-3.98,48.87,6.69,80.5,8.33,100244.37
WBB,2019-02-21T03:21:00-0700,84008,-3.99,49.3,4.9,81.8,7.64,100244.37
WBB,2019-02-21T03:22:00-0700,84009,-3.98,49.74,5.23,74.81,8.13,100245.56
WBB,2019-02-21T03:23:00-0700,84003,-3.93,49.41,5.95,62.89,8.43,100238.4
WBB,2019-02-21T03:24:00-0700,84003,-3.88,49.02,7.02,73.73,9.01,100238.4
WBB,2019-02-21T03:25:00-0700,84005,-3.92,48.48,6.38,67.19,8.23,100240.79
WBB,2019-02-21T03:26:00-0700,84009,-3.93,48.86,4.64,81.5,7.64,100245.56
WBB,2019-02-21T03:27:00-0700,84013,-3.92,49.31,3.21,72.59,4.31,100250.33
WBB,2019-02-21T03:28:00-0700,84012,-3.92,49.92,3.22,78.91,4.7,100249.14
WBB,2019-02-21T03:29:00-0700,84012,-3.88,49.24,5.01,86.1,7.64,100249.14
WBB,2019-02-21T03:30:00-0700,84004,-3.89,48.95,6.61,82.3,8.82,100239.59
WBB,2019-02-21T03:31:00-0700,84006,-3.91,49.22,5.67,54.5,7.94,100241.98
WBB,2019-02-21T03:32:00-0700,84003,-3.89,49.37,6.02,69.19,10.97,100238.4
WBB,2019-02-21T03:33:00-0700,83995,-3.89,49.17,7.67,75.22,10.78,100228.86
WBB,2019-02-21T03:34:00-0700,84002,-3.91,48.91,6.91,71.26,8.43,100237.21
WBB,2019-02-21T03:35:00-0700,84006,-3.9,48.92,6.08,75.56,8.03,100241.98
WBB,2019-02-21T03:36:00-0700,84006,-3.89,49.19,5.33,74.27,7.35,100241.98
WBB,2019-02-21T03:37:00-0700,84008,-3.89,49.48,5.09,69.74,7.05,100244.37
WBB,2019-02-21T03:38:00-0700,83998,-3.91,49.62,7.09,81.3,8.82,100232.44
WBB,2019-02-21T03:39:00-0700,84001,-3.87,49.42,6.75,71.66,10.88,100236.02
WBB,2019-02-21T03:40:00-0700,84002,-3.88,48.86,7.3,76.89,8.72,100237.21
WBB,2019-02-21T03:41:00-0700,84012,-3.9,49.21,5.11,75.97,8.13,100249.14
WBB,2019-02-21T03:42:00-0700,84014,-3.93,49.4,4.4,90.2,5.68,100251.53
WBB,2019-02-21T03:43:00-0700,84005,-3.94,49.52,5.95,78.23,8.33,100240.79
WBB,2019-02-21T03:44:00-0700,84002,-3.93,49.4,7.42,81.2,8.52,100237.21
WBB,2019-02-21T03:45:00-0700,84004,-3.93,49.53,5.25,72.34,7.74,100239.59
WBB,2019-02-21T03:46:00-0700,84013,-3.89,49.82,3.67,66.68,5.2,100250.33
WBB,2019-02-21T03:47:00-0700,83996,-3.88,49.05,7.41,61.45,10.09,100230.05
WBB,2019-02-21T03:48:00-0700,84002,-3.88,48.73,7.29,54.28,8.92,100237.21
WBB,2019-02-21T03:49:00-0700,84008,-3.91,48.72,5.34,63.16,7.05,100244.37
WBB,2019-02-21T03:50:00-0700,84015,-3.91,49.39,3.64,82.4,6.27,100252.72
WBB,2019-02-21T03:51:00-0700,84014,-3.93,49.48,3.95,86.6,5.2,100251.53
WBB,2019-02-21T03:52:00-0700,84017,-3.94,49.96,1.92,89.3,3.13,100255.11
WBB,2019-02-21T03:53:00-0700,84014,-3.94,49.66,5.41,53.68,7.55,100251.53
WBB,2019-02-21T03:54:00-0700,84009,-3.93,49.93,5.6,66.8,8.43,100245.56
WBB,2019-02-21T03:55:00-0700,84003,-3.94,49.45,6.51,66.09,8.52,100238.4
WBB,2019-02-21T03:56:00-0700,84010,-4.02,49.33,5.24,82.3,7.16,100246.75
WBB,2019-02-21T03:57:00-0700,84012,-4.03,49.85,3.73,76.66,5.39,100249.14
WBB,2019-02-21T03:58:00-0700,84012,-4.04,50.1,4.04,76.66,5.09,100249.14
WBB,2019-02-21T03:59:00-0700,84015,-4.02,50.47,4.14,72.83,6.86,100252.72
WBB,2019-02-21T04:00:00-0700,84007,-4.04,49.53,5.97,86.3,8.23,100243.17
WBB,2019-02-21T04:01:00-0700,84000,-4.07,49.59,6.28,95.7,8.43,100234.82
WBB,2019-02-21T04:02:00-0700,84001,-4.07,49.97,7.2,77,9.31,100236.02
WBB,2019-02-21T04:03:00-0700,84006,-4.09,49.57,6.87,77.57,7.84,100241.98
WBB,2019-02-21T04:04:00-0700,84013,-4.12,49.52,4.32,85.6,5.78,100250.33
WBB,2019-02-21T04:05:00-0700,84005,-4.13,49.76,6.54,74.15,7.84,100240.79
WBB,2019-02-21T04:06:00-0700,83999,-4.12,49.67,6.5,70.9,7.94,100233.63
WBB,2019-02-21T04:07:00-0700,84006,-4.13,49.68,7.01,79.46,9.11,100241.98
WBB,2019-02-21T04:08:00-0700,84012,-4.16,49.57,5.29,77.98,7.16,100249.14
WBB,2019-02-21T04:09:00-0700,84016,-4.16,49.96,4.91,78.45,6.17,100253.91
WBB,2019-02-21T04:10:00-0700,84018,-4.14,50.13,3.94,83.5,6.27,100256.3
WBB,2019-02-21T04:11:00-0700,84020,-4.17,49.8,3.98,75.81,5.78,100258.69
WBB,2019-02-21T04:12:00-0700,84016,-4.13,49.81,4.51,80.5,6.86,100253.91
WBB,2019-02-21T04:13:00-0700,84015,-4.12,49.88,5.12,87.1,8.92,100252.72
WBB,2019-02-21T04:14:00-0700,84011,-4.13,49.79,6.39,77.66,8.03,100247.95
WBB,2019-02-21T04:15:00-0700,84008,-4.14,49.53,5.69,81.5,7.55,100244.37
WBB,2019-02-21T04:16:00-0700,84008,-4.16,49.38,5.79,53.8,7.55,100244.37
WBB,2019-02-21T04:17:00-0700,84019,-4.17,49.08,4.81,37.79,6.66,100257.49
WBB,2019-02-21T04:18:00-0700,84007,-4.14,49.21,6.12,63.9,7.94,100243.17
WBB,2019-02-21T04:19:00-0700,84011,-4.14,49.52,6.02,78.42,7.74,100247.95
WBB,2019-02-21T04:20:00-0700,84014,-4.17,49.39,5.39,77.81,7.84,100251.53
WBB,2019-02-21T04:21:00-0700,84011,-4.17,49.81,6.26,81,7.74,100247.95
WBB,2019-02-21T04:22:00-0700,84016,-4.19,49.78,5.17,78.83,6.86,100253.91
WBB,2019-02-21T04:23:00-0700,84014,-4.17,49.9,5.88,76.23,7.35,100251.53
WBB,2019-02-21T04:24:00-0700,84012,-4.16,49.58,6.11,67.05,8.33,100249.14
WBB,2019-02-21T04:25:00-0700,84012,-4.13,49.09,7.38,72.62,9.21,100249.14
WBB,2019-02-21T04:26:00-0700,84004,-4.16,49.4,7.98,71.05,9.01,100239.59
WBB,2019-02-21T04:27:00-0700,84009,-4.2,49.27,7.25,64.2,9.41,100245.56
WBB,2019-02-21T04:28:00-0700,84014,-4.19,49.81,6.03,73.64,8.33,100251.53
WBB,2019-02-21T04:29:00-0700,84017,-4.17,49.94,6.02,71.22,7.55,100255.11
WBB,2019-02-21T04:30:00-0700,84019,-4.16,49.72,5.94,73.51,7.55,100257.49
WBB,2019-02-21T04:31:00-0700,84019,-4.17,49.68,6.13,76.24,7.64,100257.49
WBB,2019-02-21T04:32:00-0700,84012,-4.18,49.98,6.13,76.02,7.84,100249.14
WBB,2019-02-21T04:33:00-0700,84020,-4.18,49.59,5.42,81.9,6.96,100258.69
WBB,2019-02-21T04:34:00-0700,84022,-4.18,50.09,5.19,82.4,6.76,100261.07
WBB,2019-02-21T04:35:00-0700,84021,-4.18,50.25,5.42,74.04,6.47,100259.88
WBB,2019-02-21T04:36:00-0700,84011,-4.19,50.23,6.73,76.51,8.92,100247.95
WBB,2019-02-21T04:37:00-0700,84013,-4.21,50.04,6.48,77.5,7.84,100250.33
WBB,2019-02-21T04:38:00-0700,84016,-4.23,50.29,4.86,87,6.27,100253.91
WBB,2019-02-21T04:39:00-0700,84017,-4.23,50.69,6.07,81.1,8.43,100255.11
WBB,2019-02-21T04:40:00-0700,84014,-4.22,50.57,5.42,72.99,7.35,100251.53
